user_id,challenge_id,rating,date
ef9f2365f60ac8e2356e254c8c91488f5245,11,5,2025-06-07
a855c5c74458a07ac7301a1a8df5b7ed9660,6,3,2025-05-20
a855c5c74458a07ac7301a1a8df5b7ed9660,13,4,2025-05-20
1d40882bc4bd32e41d71d18381755f9316048,10,1,2025-05-21
ef9f2365f60ac8e2356e254c8c91488f4952,6,2,2025-05-26
ef9f2365f60ac8e2356e254c8c91488f4952,1,1,2025-06-04
ef9f2365f60ac8e2356e254c8c91488f4952,13,2,2025-05-20
33fa79e54690bc45beb83343f7e3c7309572,12,3,2025-05-25
33fa79e54690bc45beb83343f7e3c7309572,1,2,2025-06-05
ef9f2365f60ac8e2356e254c8c91488f7321,4,2,2025-05-26
ef9f2365f60ac8e2356e254c8c91488f7124,13,5,2025-05-10
1d40882bc4bd32e41d71d18381755f9315556,6,3,2025-06-01
ef9f2365f60ac8e2356e254c8c91488f9106,18,4,2025-05-06
ef9f2365f60ac8e2356e254c8c91488f9106,23,1,2025-06-06
33fa79e54690bc45beb83343f7e3c73011987,12,3,2025-05-31
33fa79e54690bc45beb83343f7e3c73011987,16,3,2025-05-22
ef9f2365f60ac8e2356e254c8c91488f735,22,1,2025-05-17
ca13bee745eaeffb2c494385eeec9a4712761,18,5,2025-06-03
ef9f2365f60ac8e2356e254c8c91488f8856,20,3,2025-05-16
ef9f2365f60ac8e2356e254c8c91488f8856,22,3,2025-06-01
28359f7fc700f9b9904a3b619c84022c6426,17,4,2025-05-15
28359f7fc700f9b9904a3b619c84022c6426,13,3,2025-06-09
28359f7fc700f9b9904a3b619c84022c6426,16,1,2025-05-26
ef9f2365f60ac8e2356e254c8c91488f5036,12,5,2025-05-19
ef9f2365f60ac8e2356e254c8c91488f5036,16,2,2025-05-21
ef9f2365f60ac8e2356e254c8c91488f5036,13,3,2025-06-05
1d40882bc4bd32e41d71d18381755f9315199,1,1,2025-05-25
1d40882bc4bd32e41d71d18381755f9315199,20,3,2025-06-05
1d40882bc4bd32e41d71d18381755f9315199,22,5,2025-06-05
1d40882bc4bd32e41d71d18381755f9316206,18,5,2025-06-03
1d40882bc4bd32e41d71d18381755f9316206,15,3,2025-06-07
1d40882bc4bd32e41d71d18381755f9315602,1,1,2025-05-24
ca13bee745eaeffb2c494385eeec9a4712627,13,1,2025-05-16
ef9f2365f60ac8e2356e254c8c91488f6508,22,3,2025-06-06
33fa79e54690bc45beb83343f7e3c73011445,20,3,2025-06-08
33fa79e54690bc45beb83343f7e3c73011445,8,5,2025-05-06
28359f7fc700f9b9904a3b619c84022c12433,20,4,2025-05-22
28359f7fc700f9b9904a3b619c84022c12433,14,1,2025-06-04
ef9f2365f60ac8e2356e254c8c91488f7391,23,1,2025-05-31
1d40882bc4bd32e41d71d18381755f9315126,9,5,2025-05-25
1d40882bc4bd32e41d71d18381755f9315126,12,4,2025-05-23
1d40882bc4bd32e41d71d18381755f9315126,8,3,2025-05-29
ca13bee745eaeffb2c494385eeec9a4712917,7,2,2025-05-31
ca13bee745eaeffb2c494385eeec9a4712917,15,2,2025-06-06
28359f7fc700f9b9904a3b619c84022c15182,5,3,2025-05-25
28359f7fc700f9b9904a3b619c84022c15182,15,3,2025-05-18
ef9f2365f60ac8e2356e254c8c91488f6900,22,4,2025-05-24
ca13bee745eaeffb2c494385eeec9a4713130,10,4,2025-05-08
ca13bee745eaeffb2c494385eeec9a4713130,14,3,2025-06-01
ca13bee745eaeffb2c494385eeec9a4713130,16,2,2025-05-22
1d40882bc4bd32e41d71d18381755f933521,23,3,2025-05-26
1d40882bc4bd32e41d71d18381755f933521,5,1,2025-05-26
33fa79e54690bc45beb83343f7e3c73012524,1,3,2025-06-01
33fa79e54690bc45beb83343f7e3c73012524,3,5,2025-05-15
33fa79e54690bc45beb83343f7e3c73012524,14,2,2025-06-17
1d40882bc4bd32e41d71d18381755f9315033,4,2,2025-05-18
1d40882bc4bd32e41d71d18381755f9315033,3,3,2025-05-19
28359f7fc700f9b9904a3b619c84022c16576,22,5,2025-05-16
28359f7fc700f9b9904a3b619c84022c16576,10,2,2025-05-21
28359f7fc700f9b9904a3b619c84022c16576,23,4,2025-05-29
a855c5c74458a07ac7301a1a8df5b7ed9778,1,1,2025-05-09
1d40882bc4bd32e41d71d18381755f9315093,1,1,2025-05-22
28359f7fc700f9b9904a3b619c84022c10928,17,4,2025-05-08
1d40882bc4bd32e41d71d18381755f9316290,4,3,2025-05-30
1d40882bc4bd32e41d71d18381755f9316290,5,1,2025-06-14
1d40882bc4bd32e41d71d18381755f9313488,17,3,2025-05-13
33fa79e54690bc45beb83343f7e3c73011768,10,3,2025-06-13
33fa79e54690bc45beb83343f7e3c73011768,19,3,2025-06-11
33fa79e54690bc45beb83343f7e3c73011768,18,5,2025-05-09
33fa79e54690bc45beb83343f7e3c73011768,21,4,2025-05-22
28359f7fc700f9b9904a3b619c84022c14819,3,5,2025-05-20
ca13bee745eaeffb2c494385eeec9a4712409,14,2,2025-06-11
ca13bee745eaeffb2c494385eeec9a4712409,9,3,2025-05-16
ca13bee745eaeffb2c494385eeec9a4712409,5,1,2025-06-12
28359f7fc700f9b9904a3b619c84022c18238,8,2,2025-06-10
28359f7fc700f9b9904a3b619c84022c18238,17,5,2025-05-24
33fa79e54690bc45beb83343f7e3c73011985,23,3,2025-05-24
33fa79e54690bc45beb83343f7e3c73011985,3,4,2025-05-08
28359f7fc700f9b9904a3b619c84022c14946,23,2,2025-06-06
28359f7fc700f9b9904a3b619c84022c14946,16,2,2025-06-08
28359f7fc700f9b9904a3b619c84022c14946,21,1,2025-05-15
28359f7fc700f9b9904a3b619c84022c14946,7,3,2025-05-27
ef9f2365f60ac8e2356e254c8c91488f7584,18,3,2025-05-11
ef9f2365f60ac8e2356e254c8c91488f7584,22,3,2025-06-06
ef9f2365f60ac8e2356e254c8c91488f7584,24,1,2025-05-29
ef9f2365f60ac8e2356e254c8c91488f7584,1,2,2025-05-24
1d40882bc4bd32e41d71d18381755f9315103,15,4,2025-06-11
ca13bee745eaeffb2c494385eeec9a4712658,5,1,2025-06-12
ef9f2365f60ac8e2356e254c8c91488f5663,6,3,2025-05-23
ef9f2365f60ac8e2356e254c8c91488f5663,14,3,2025-06-10
1d40882bc4bd32e41d71d18381755f939002,5,3,2025-05-31
1d40882bc4bd32e41d71d18381755f9315331,10,3,2025-05-15
ef9f2365f60ac8e2356e254c8c91488f8242,19,5,2025-05-22
ef9f2365f60ac8e2356e254c8c91488f8242,7,1,2025-05-19
28359f7fc700f9b9904a3b619c84022c18489,20,4,2025-05-26
28359f7fc700f9b9904a3b619c84022c18489,14,3,2025-05-21
28359f7fc700f9b9904a3b619c84022c18489,15,2,2025-06-03
33fa79e54690bc45beb83343f7e3c73012734,20,3,2025-06-09
33fa79e54690bc45beb83343f7e3c73012734,7,3,2025-05-27
ca13bee745eaeffb2c494385eeec9a4712272,13,3,2025-05-14
ca13bee745eaeffb2c494385eeec9a4712272,18,3,2025-05-31
33fa79e54690bc45beb83343f7e3c73011744,5,2,2025-05-24
33fa79e54690bc45beb83343f7e3c73011744,16,3,2025-05-10
33fa79e54690bc45beb83343f7e3c73011744,7,1,2025-05-28
a855c5c74458a07ac7301a1a8df5b7ed9640,17,5,2025-05-17
ef9f2365f60ac8e2356e254c8c91488f4686,20,4,2025-05-19
ef9f2365f60ac8e2356e254c8c91488f4686,17,5,2025-05-30
ef9f2365f60ac8e2356e254c8c91488f4686,19,4,2025-05-24
ef9f2365f60ac8e2356e254c8c91488f5543,4,3,2025-05-08
1d40882bc4bd32e41d71d18381755f9314657,12,3,2025-05-28
33fa79e54690bc45beb83343f7e3c73010856,24,3,2025-06-11
a855c5c74458a07ac7301a1a8df5b7ed11254,11,2,2025-05-15
33fa79e54690bc45beb83343f7e3c730153,3,3,2025-05-12
33fa79e54690bc45beb83343f7e3c730153,19,5,2025-05-22
33fa79e54690bc45beb83343f7e3c730153,16,2,2025-05-16
