user_id,hexad_type,challenge_id,challenge_type,challenge_desc,date,event,success,streak,progress_pct,rating
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-08,helped_beginner,True,1,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-09,skip,False,0,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-10,skip,False,0,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-11,skip,False,0,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-12,skip,False,0,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-13,posted_tip,False,0,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-14,skip,False,0,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-15,skip,False,0,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-16,skip,False,0,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-17,skip,False,0,5.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-18,helped_beginner,True,1,10.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-19,skip,False,0,10.0,0.0
ca13bee745eaeffb2c494385eeec9a475062,Philanthropist,14,Achiever,Complete all weekly goals for the month.,2025-05-20,skip,False,0,10.0,0.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,4,Player,Complete 3 workouts with 100% execution.,2025-06-04,created_routine,False,0,0.0,0.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,4,Player,Complete 3 workouts with 100% execution.,2025-06-05,skip,False,0,0.0,0.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,4,Player,Complete 3 workouts with 100% execution.,2025-06-06,skip,False,0,0.0,0.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,4,Player,Complete 3 workouts with 100% execution.,2025-06-07,skip,False,0,0.0,0.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,11,Socialiser,Invite a friend to train together 3 times this week.,2025-05-03,created_routine,True,1,33.3,3.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,11,Socialiser,Invite a friend to train together 3 times this week.,2025-05-04,skip,False,0,33.3,3.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,11,Socialiser,Invite a friend to train together 3 times this week.,2025-05-05,tried_new_exercise,True,1,66.7,3.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,11,Socialiser,Invite a friend to train together 3 times this week.,2025-05-06,skip,False,0,66.7,3.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,11,Socialiser,Invite a friend to train together 3 times this week.,2025-05-07,shared_photo,False,0,66.7,3.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,11,Socialiser,Invite a friend to train together 3 times this week.,2025-05-08,shared_photo,False,0,66.7,3.0
ef9f2365f60ac8e2356e254c8c91488f6180,Free Spirit,11,Socialiser,Invite a friend to train together 3 times this week.,2025-05-09,skip,False,0,66.7,3.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-14,level_up,True,1,6.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-15,skip,False,0,6.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-16,skip,False,0,6.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-17,workout_completed,True,1,13.3,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-18,workout_completed,False,0,13.3,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-19,skip,False,0,13.3,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-20,streak_continued,True,1,20.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-21,workout_completed,True,2,26.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-22,level_up,False,0,26.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-23,workout_completed,True,1,33.3,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-24,workout_completed,True,2,40.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-25,skip,False,0,40.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-26,skip,False,0,40.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-27,skip,False,0,40.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-28,skip,False,0,40.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-29,beat_record,True,1,46.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-30,workout_completed,True,2,53.3,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-05-31,workout_completed,True,3,60.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-01,skip,False,0,60.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-02,skip,False,0,60.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-03,workout_completed,True,1,66.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-04,skip,False,0,66.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-05,beat_record,True,1,73.3,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-06,workout_completed,True,2,80.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-07,workout_completed,True,3,86.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-08,skip,False,0,86.7,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-09,beat_record,True,1,93.3,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-10,skip,False,0,93.3,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-11,skip,False,0,93.3,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,21,Achiever,Reach advanced level in any workout category.,2025-06-12,workout_completed,True,1,100.0,5.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-12,skip,False,0,0.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-13,skip,False,0,0.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-14,skip,False,0,0.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-15,workout_completed,True,1,5.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-16,beat_record,True,2,10.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-17,skip,False,0,10.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-18,streak_continued,False,0,10.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-19,skip,False,0,10.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-20,skip,False,0,10.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-21,workout_completed,False,0,10.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-22,workout_completed,True,1,15.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-23,skip,False,0,15.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,14,Achiever,Complete all weekly goals for the month.,2025-05-24,skip,False,0,15.0,0.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,18,Disruptor,Suggest a new rule or dynamic for the week's workouts.,2025-05-27,skip,False,0,0.0,3.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,18,Disruptor,Suggest a new rule or dynamic for the week's workouts.,2025-05-28,skip,False,0,0.0,3.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,18,Disruptor,Suggest a new rule or dynamic for the week's workouts.,2025-05-29,skip,False,0,0.0,3.0
ef9f2365f60ac8e2356e254c8c91488f5458,Achiever,18,Disruptor,Suggest a new rule or dynamic for the week's workouts.,2025-05-30,streak_continued,True,1,100.0,3.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-18,workout_completed,False,0,0.0,5.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-19,workout_completed,True,1,33.3,5.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-20,workout_completed,True,2,66.7,5.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-21,workout_completed,False,0,66.7,5.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-22,workout_completed,True,1,100.0,5.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,24,Socialiser,Complete a workout with a friend and both achieve 100% execution.,2025-05-03,workout_completed,True,1,50.0,0.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,24,Socialiser,Complete a workout with a friend and both achieve 100% execution.,2025-05-04,skip,False,0,50.0,0.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,24,Socialiser,Complete a workout with a friend and both achieve 100% execution.,2025-05-05,skip,False,0,50.0,0.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,24,Socialiser,Complete a workout with a friend and both achieve 100% execution.,2025-05-06,skip,False,0,50.0,0.0
28359f7fc700f9b9904a3b619c84022c2206,Achiever,24,Socialiser,Complete a workout with a friend and both achieve 100% execution.,2025-05-07,skip,False,0,50.0,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-11,posted_tip,True,1,12.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-12,helped_beginner,True,2,25.0,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-13,helped_beginner,False,0,25.0,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-14,skip,False,0,25.0,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-15,helped_beginner,False,0,25.0,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-16,helped_beginner,True,1,37.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-17,shared_routine,False,0,37.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-18,posted_tip,True,1,50.0,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-19,posted_tip,True,2,62.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-20,skip,False,0,62.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-21,helped_beginner,True,1,75.0,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-22,helped_beginner,True,2,87.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-23,helped_beginner,False,0,87.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-24,skip,False,0,87.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-25,skip,False,0,87.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-26,skip,False,0,87.5,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-27,helped_beginner,True,1,100.0,0.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-05,helped_beginner,True,1,33.3,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-06,skip,False,0,33.3,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-07,skip,False,0,33.3,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-08,skip,False,0,33.3,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-09,skip,False,0,33.3,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-10,skip,False,0,33.3,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-11,helped_beginner,True,1,66.7,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-12,skip,False,0,66.7,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-13,skip,False,0,66.7,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,13,Free Spirit,Try 3 new exercises never done before and share a photo.,2025-05-14,helped_beginner,False,0,66.7,1.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,4,Player,Complete 3 workouts with 100% execution.,2025-05-14,skip,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,4,Player,Complete 3 workouts with 100% execution.,2025-05-15,helped_beginner,True,1,33.3,2.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,4,Player,Complete 3 workouts with 100% execution.,2025-05-16,skip,False,0,33.3,2.0
28359f7fc700f9b9904a3b619c84022c17211,Philanthropist,4,Player,Complete 3 workouts with 100% execution.,2025-05-17,skip,False,0,33.3,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,1,Player,Complete 10 workouts in 14 days and unlock a badge!,2025-05-16,skip,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,1,Player,Complete 10 workouts in 14 days and unlock a badge!,2025-05-17,helped_beginner,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,1,Player,Complete 10 workouts in 14 days and unlock a badge!,2025-05-18,skip,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,1,Player,Complete 10 workouts in 14 days and unlock a badge!,2025-05-19,helped_beginner,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,1,Player,Complete 10 workouts in 14 days and unlock a badge!,2025-05-20,skip,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,1,Player,Complete 10 workouts in 14 days and unlock a badge!,2025-05-21,shared_routine,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,1,Player,Complete 10 workouts in 14 days and unlock a badge!,2025-05-22,skip,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-19,skip,False,0,0.0,5.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-20,skip,False,0,0.0,5.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-21,posted_tip,True,1,33.3,5.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-22,helped_beginner,True,2,66.7,5.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,20,Achiever,Beat your personal record in 3 different exercises.,2025-05-23,helped_beginner,True,3,100.0,5.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,3,Player,Achieve a personal best in any workout.,2025-05-12,shared_routine,True,1,100.0,3.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-09,skip,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-10,helped_beginner,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-11,skip,False,0,0.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-12,helped_beginner,True,1,10.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-13,helped_beginner,False,0,10.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-14,skip,False,0,10.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-15,skip,False,0,10.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-16,skip,False,0,10.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-17,encouraged_others,True,1,20.0,2.0
28359f7fc700f9b9904a3b619c84022c13485,Philanthropist,23,Achiever,Master all exercise variations in a specific workout category.,2025-05-18,skip,False,0,20.0,2.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,5,Player,Complete 5 workouts with 100% execution.,2025-05-19,beat_record,True,1,20.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,5,Player,Complete 5 workouts with 100% execution.,2025-05-20,workout_completed,True,2,40.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,5,Player,Complete 5 workouts with 100% execution.,2025-05-21,workout_completed,True,3,60.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,5,Player,Complete 5 workouts with 100% execution.,2025-05-22,skip,False,0,60.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,5,Player,Complete 5 workouts with 100% execution.,2025-05-23,skip,False,0,60.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,5,Player,Complete 5 workouts with 100% execution.,2025-05-24,skip,False,0,60.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,5,Player,Complete 5 workouts with 100% execution.,2025-05-25,skip,False,0,60.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-07,skip,False,0,0.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-08,workout_completed,False,0,0.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-09,skip,False,0,0.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-10,beat_record,False,0,0.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-11,skip,False,0,0.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-12,workout_completed,False,0,0.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-13,streak_continued,True,1,12.5,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-14,level_up,True,2,25.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-15,skip,False,0,25.0,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-16,level_up,True,1,37.5,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-17,level_up,False,0,37.5,0.0
28359f7fc700f9b9904a3b619c84022c17529,Achiever,7,Player,Complete 3 workouts with 100% execution and 5 with 80% execution.,2025-05-18,skip,False,0,37.5,0.0
