user_id,challenge_id,completed,completion_date,completion_pct
ef9f2365f60ac8e2356e254c8c91488f7584,18,True,2025-05-08,100
ef9f2365f60ac8e2356e254c8c91488f7584,22,True,2025-06-01,100
ef9f2365f60ac8e2356e254c8c91488f7584,24,False,2025-05-28,50
ef9f2365f60ac8e2356e254c8c91488f7584,1,False,2025-05-21,50
1d40882bc4bd32e41d71d18381755f9315103,15,True,2025-06-10,100
1d40882bc4bd32e41d71d18381755f9315103,20,True,2025-05-25,100
ca13bee745eaeffb2c494385eeec9a4712658,5,False,2025-06-08,40
ca13bee745eaeffb2c494385eeec9a4712658,13,True,2025-05-08,100
ef9f2365f60ac8e2356e254c8c91488f5663,6,False,2025-05-19,30
ef9f2365f60ac8e2356e254c8c91488f5663,14,False,2025-06-09,65
1d40882bc4bd32e41d71d18381755f939002,1,False,2025-05-28,0
1d40882bc4bd32e41d71d18381755f939002,5,False,2025-05-28,40
1d40882bc4bd32e41d71d18381755f9315331,3,True,2025-05-16,100
1d40882bc4bd32e41d71d18381755f9315331,10,True,2025-05-12,100
1d40882bc4bd32e41d71d18381755f9315331,20,False,2025-06-06,33
28359f7fc700f9b9904a3b619c84022c15909,21,True,2025-05-25,100
28359f7fc700f9b9904a3b619c84022c15909,17,True,2025-05-09,100
ef9f2365f60ac8e2356e254c8c91488f8242,19,True,2025-05-19,100
ef9f2365f60ac8e2356e254c8c91488f8242,7,False,2025-05-18,50
28359f7fc700f9b9904a3b619c84022c18489,1,False,2025-05-21,50
28359f7fc700f9b9904a3b619c84022c18489,20,True,2025-05-24,100
28359f7fc700f9b9904a3b619c84022c18489,14,False,2025-05-19,20
28359f7fc700f9b9904a3b619c84022c18489,15,False,2025-06-01,20
33fa79e54690bc45beb83343f7e3c73012734,20,True,2025-06-04,100
33fa79e54690bc45beb83343f7e3c73012734,7,False,2025-05-22,12
ca13bee745eaeffb2c494385eeec9a4712272,13,False,2025-05-10,33
ca13bee745eaeffb2c494385eeec9a4712272,7,False,2025-05-29,38
ca13bee745eaeffb2c494385eeec9a4712272,18,True,2025-05-30,100
ca13bee745eaeffb2c494385eeec9a4712272,14,False,2025-05-30,55
33fa79e54690bc45beb83343f7e3c73011744,5,False,2025-05-23,0
33fa79e54690bc45beb83343f7e3c73011744,16,False,2025-05-09,14
33fa79e54690bc45beb83343f7e3c73011744,7,False,2025-05-27,25
33fa79e54690bc45beb83343f7e3c73011744,13,True,2025-05-28,100
a855c5c74458a07ac7301a1a8df5b7ed9640,17,True,2025-05-12,100
a855c5c74458a07ac7301a1a8df5b7ed9640,19,True,2025-05-27,100
ef9f2365f60ac8e2356e254c8c91488f4686,20,True,2025-05-16,100
ef9f2365f60ac8e2356e254c8c91488f4686,17,True,2025-05-25,100
ef9f2365f60ac8e2356e254c8c91488f4686,19,True,2025-05-21,100
ef9f2365f60ac8e2356e254c8c91488f5543,4,False,2025-05-06,33
1d40882bc4bd32e41d71d18381755f9314657,12,False,2025-05-23,0
1d40882bc4bd32e41d71d18381755f9314657,15,False,2025-06-11,80
33fa79e54690bc45beb83343f7e3c73010856,24,False,2025-06-10,50
a855c5c74458a07ac7301a1a8df5b7ed11254,11,False,2025-05-10,33
33fa79e54690bc45beb83343f7e3c730153,3,True,2025-05-09,100
33fa79e54690bc45beb83343f7e3c730153,19,True,2025-05-20,100
33fa79e54690bc45beb83343f7e3c730153,24,True,2025-05-14,100
33fa79e54690bc45beb83343f7e3c730153,16,False,2025-05-13,14
